0.00,-1.714636
0.01,-2.120430
0.02,-3.231875
0.03,-2.711189
0.04,-4.229975
0.05,-4.666541
0.06,-4.701997
0.07,-4.314327
0.08,-5.381982
0.09,-5.057338
0.10,-6.564918
0.11,-6.332103
0.12,-6.299104
0.13,-6.591936
0.14,-6.160449
0.15,-6.430976
0.16,-7.175130
0.17,-7.145280
0.18,-7.358980
0.19,-7.009378
0.20,-6.950037
0.21,-7.519768
0.22,-6.588543
0.23,-7.316008
0.24,-6.831695
0.25,-6.500373
0.26,-7.025249
0.27,-6.613447
0.28,-6.948496
0.29,-6.075361
0.30,-6.927396
0.31,-6.433424
0.32,-6.728599
0.33,-6.802064
0.34,-5.924143
0.35,-5.248097
0.36,-4.636631
0.37,-5.410319
0.38,-5.857856
0.39,-5.852608
0.40,-4.750501
0.41,-5.264172
0.42,-4.557158
0.43,-4.791788
0.44,-4.177191
0.45,-4.705377
0.46,-4.861485
0.47,-4.750441
0.48,-4.581329
0.49,-4.654374
0.50,-4.669550
0.51,-4.467753
0.52,-4.474486
0.53,-4.793807
0.54,-4.688000
0.55,-5.280836
0.56,-4.641048
0.57,-4.691027
0.58,-5.395778
0.59,-5.464853
0.60,-4.731376
0.61,-5.614526
0.62,-5.594665
0.63,-5.379287
0.64,-5.635255
0.65,-5.641094
0.66,-5.998338
0.67,-7.080238
0.68,-6.353540
0.69,-6.838397
0.70,-6.248569
0.71,-6.406997
0.72,-6.751340
0.73,-6.713652
0.74,-7.103884
0.75,-7.072436
0.76,-7.447306
0.77,-6.985200
0.78,-6.589933
0.79,-7.046422
0.80,-6.155358
0.81,-7.357209
0.82,-6.488107
0.83,-6.638110
0.84,-5.991886
0.85,-6.654314
0.86,-5.757288
0.87,-6.010547
0.88,-5.944544
0.89,-5.319844
0.90,-6.214770
0.91,-5.493911
0.92,-4.518703
0.93,-4.138493
0.94,-4.333812
0.95,-3.561877
0.96,-2.670098
0.97,-2.347672
0.98,-2.265979
0.99,-1.648815
1.00,-1.125373
1.01,-1.092695
1.02,-1.246221
1.03,-0.415708
1.04,-0.220393
1.05,0.209535
1.06,0.288366
1.07,0.807457
1.08,1.281972
1.09,2.297170
1.10,1.941170
1.11,1.984577
1.12,3.003592
1.13,3.688767
1.14,4.048788
1.15,4.002887
1.16,4.598381
1.17,4.067607
1.18,4.785940
1.19,5.180493
1.20,5.156274
1.21,5.478267
1.22,4.711578
1.23,5.540806
1.24,5.269773
1.25,4.909974
1.26,4.947318
1.27,4.433955
1.28,4.554440
1.29,4.749137
1.30,4.699406
1.31,3.287290
1.32,4.722873
1.33,4.228731
1.34,3.578198
1.35,3.823954
1.36,2.555475
1.37,3.061366
1.38,3.298956
1.39,1.585143
1.40,1.959853
1.41,1.107331
1.42,1.329548
1.43,0.854613
1.44,0.854037
1.45,0.160012
1.46,-0.100382
1.47,-0.330998
1.48,-0.817158
1.49,-2.043000
1.50,-2.523617
1.51,-3.310270
1.52,-2.573981
1.53,-3.328601
1.54,-4.055153
1.55,-4.424038
1.56,-4.309212
1.57,-3.914680
1.58,-4.441445
1.59,-5.193330
1.60,-5.242940
1.61,-5.214800
1.62,-5.266901
1.63,-6.297186
1.64,-6.318707
1.65,-6.071262
1.66,-5.644042
1.67,-6.611155
1.68,-6.535403
1.69,-6.448097
1.70,-6.676782
1.71,-7.046979
1.72,-6.865861
1.73,-6.230941
1.74,-6.226323
1.75,-6.994772
1.76,-6.611115
1.77,-6.235252
1.78,-7.128816
1.79,-6.654799
1.80,-6.602870
1.81,-5.982512
1.82,-7.111915
1.83,-5.713482
1.84,-6.541981
1.85,-6.043784
1.86,-5.918173
1.87,-6.161760
1.88,-6.079251
1.89,-5.415341
1.90,-5.154285
1.91,-5.173114
1.92,-5.005431
1.93,-5.007589
1.94,-5.293316
1.95,-5.440419
1.96,-5.080789
1.97,-5.461962
1.98,-5.034759
1.99,-4.666937
2.00,-5.168901
2.01,-4.644802
2.02,-5.020773
2.03,-5.590240
2.04,-5.350216
2.05,-4.490783
2.06,-4.735194
2.07,-4.911129
2.08,-4.453800
2.09,-5.424511
2.10,-5.267224
2.11,-5.232888
2.12,-5.726161
2.13,-5.481719
2.14,-5.158428
2.15,-5.549669
2.16,-4.835357
2.17,-5.633521
2.18,-5.596163
2.19,-5.428511
2.20,-6.053847
2.21,-5.226648
2.22,-5.608302
2.23,-5.085350
2.24,-5.783033
2.25,-5.070932
2.26,-5.523101
2.27,-5.371843
2.28,-4.826980
2.29,-5.529585
2.30,-5.009431
2.31,-5.079575
2.32,-6.470162
2.33,-4.856842
2.34,-4.385765
2.35,-5.209126
2.36,-5.264219
2.37,-4.369210
2.38,-4.258335
2.39,-4.366758
2.40,-4.019441
2.41,-3.159846
2.42,-3.066215
2.43,-3.104512
2.44,-3.232582
2.45,-2.981008
2.46,-2.346834
2.47,-2.746721
2.48,-1.324323
2.49,-1.498873
2.50,-0.788384
2.51,-0.882994
2.52,-0.775678
2.53,-0.503611
2.54,0.767115
2.55,0.291730
2.56,1.178054
2.57,0.700154
2.58,1.149536
2.59,0.706573
2.60,0.853607
2.61,1.618136
2.62,2.939064
2.63,2.225634
2.64,1.724753
2.65,3.576860
2.66,2.518844
2.67,3.103422
2.68,3.547615
2.69,2.786974
2.70,2.341218
2.71,3.024406
2.72,2.764111
2.73,3.606233
2.74,3.850335
2.75,3.993523
2.76,3.369163
2.77,4.180468
2.78,3.192394
2.79,3.183909
2.80,3.335206
2.81,3.374921
2.82,2.723441
2.83,3.246395
2.84,2.909623
2.85,1.667266
2.86,2.800012
2.87,1.809019
2.88,2.016653
2.89,1.541871
2.90,1.158385
2.91,0.766263
2.92,-0.257012
2.93,0.057064
2.94,-0.598652
2.95,-0.242272
2.96,0.053207
2.97,-2.163185
2.98,-1.491685
2.99,-1.661909
3.00,-1.725544
3.01,-2.847465
3.02,-2.921485
3.03,-3.303966
3.04,-3.436885
3.05,-3.982641
3.06,-4.110849
3.07,-4.364150
3.08,-4.471985
3.09,-4.201623
3.10,-3.951983
3.11,-5.044130
3.12,-5.001902
3.13,-5.607573
3.14,-5.389192
3.15,-6.309045
3.16,-6.008879
3.17,-5.850942
3.18,-6.311433
3.19,-6.492857
3.20,-6.396027
3.21,-6.140218
3.22,-6.616453
3.23,-6.606988
3.24,-6.624503
3.25,-6.272144
3.26,-6.163205
3.27,-7.469525
3.28,-6.802305
3.29,-6.556207
3.30,-6.205981
3.31,-6.230945
3.32,-6.597656
3.33,-6.500236
3.34,-6.657137
3.35,-6.530409
3.36,-5.913544
3.37,-7.126121
3.38,-5.864618
3.39,-5.648779
3.40,-6.250848
3.41,-5.153756
3.42,-5.796218
3.43,-4.910799
3.44,-5.730813
3.45,-5.727691
3.46,-5.312724
3.47,-5.223129
3.48,-5.571941
3.49,-4.502466
3.50,-4.125154
3.51,-4.399854
3.52,-5.261704
3.53,-4.131672
3.54,-5.339477
3.55,-4.295392
3.56,-4.532563
3.57,-4.425612
3.58,-4.168630
3.59,-4.829242
3.60,-3.882692
3.61,-4.079815
3.62,-3.921240
3.63,-4.417033
3.64,-4.378786
3.65,-5.159518
3.66,-4.335495
3.67,-4.643505
3.68,-4.394831
3.69,-4.275114
3.70,-4.268309
3.71,-3.885060
3.72,-4.200088
3.73,-4.110572
3.74,-3.846600
3.75,-3.797360
3.76,-4.286339
3.77,-3.297567
3.78,-4.041719
3.79,-3.722150
3.80,-3.965829
3.81,-4.509815
3.82,-3.356265
3.83,-3.832852
3.84,-3.132777
3.85,-4.144867
3.86,-4.195360
3.87,-3.385540
3.88,-3.741417
3.89,-2.779527
3.90,-3.470567
3.91,-3.006224
3.92,-2.595886
3.93,-2.785999
3.94,-2.931885
3.95,-2.388147
3.96,-2.230422
