Vthermistor,Vreference
2.654092,4.989465
2.654067,4.989465
2.654085,4.989460
2.654072,4.989457
2.654067,4.989473
2.654074,4.989469
2.654065,4.989470
2.654045,4.989471
2.654073,4.989467
2.654045,4.989500
2.654068,4.989507
2.654059,4.989488
2.654064,4.989502
2.654059,4.989502
2.654074,4.989510
2.654058,4.989485
2.654032,4.989481
2.654047,4.989445
2.654009,4.989445
2.654008,4.989443
2.653966,4.989421
2.653970,4.989398
2.653947,4.989387
2.653937,4.989376
2.653928,4.989353
2.653915,4.989362
2.653915,4.989349
2.653885,4.989356
2.653915,4.989346
2.653886,4.989356
2.653899,4.989350
2.653885,4.989344
2.653902,4.989343
2.653878,4.989350
2.653890,4.989342
2.653849,4.989337
2.653886,4.989349
2.653885,4.989368
2.653900,4.989374
2.653904,4.989392
2.653910,4.989431
2.653934,4.989421
2.653955,4.989450
2.653941,4.989474
2.653966,4.989495
2.653945,4.989495
2.653974,4.989529
2.653949,4.989499
2.653940,4.989511
2.653931,4.989500
2.653937,4.989505
2.653914,4.989510
2.653941,4.989516
2.653915,4.989495
2.653915,4.989507
2.653910,4.989511
2.653933,4.989512
2.653912,4.989510
2.653923,4.989520
2.653904,4.989510
2.653915,4.989532
2.653919,4.989513
2.653893,4.989523
2.653909,4.989494
2.653878,4.989508
2.653904,4.989501
2.653879,4.989507
2.653897,4.989502
2.653874,4.989496
2.653866,4.989492
2.653856,4.989498
2.653879,4.989493
2.653863,4.989504
2.653846,4.989485
2.653877,4.989491
2.653854,4.989486
2.653873,4.989496
2.653860,4.989485
2.653856,4.989483
2.653854,4.989477
2.653857,4.989477
2.653824,4.989469
2.653842,4.989483
2.653849,4.989463
2.653831,4.989469
2.653841,4.989486
2.653819,4.989462
2.653840,4.989476
2.653817,4.989456
2.653826,4.989480
2.653804,4.989465
2.653806,4.989465
2.653797,4.989462
2.653810,4.989479
2.653799,4.989461
2.653811,4.989475
2.653785,4.989476
2.653809,4.989480
2.653788,4.989480
2.653793,4.989499
2.653793,4.989499
2.653785,4.989498
2.653816,4.989504
2.653791,4.989516
2.653791,4.989514
2.653780,4.989508
2.653784,4.989505
2.653763,4.989504
2.653764,4.989494
2.653780,4.989489
2.653762,4.989474
2.653780,4.989494
2.653739,4.989476
2.653756,4.989457
2.653747,4.989467
2.653763,4.989465
2.653736,4.989451
2.653734,4.989462
2.653747,4.989440
2.653723,4.989444
2.653744,4.989429
2.653720,4.989436
2.653732,4.989414
2.653718,4.989415
2.653732,4.989399
2.653708,4.989387
2.653692,4.989381
2.653688,4.989370
2.653654,4.989367
2.653668,4.989351
2.653632,4.989338
2.653649,4.989322
2.653602,4.989306
2.653598,4.989299
2.653561,4.989290
2.653590,4.989307
2.653587,4.989302
2.653600,4.989311
2.653621,4.989308
2.653620,4.989330
2.653600,4.989319
2.653619,4.989340
2.653587,4.989346
2.653630,4.989365
2.653617,4.989399
2.653642,4.989421
2.653627,4.989437
2.653626,4.989442
2.653629,4.989442
2.653602,4.989433
2.653612,4.989419
2.653568,4.989409
2.653579,4.989369
2.653538,4.989377
2.653559,4.989381
2.653545,4.989409
2.653571,4.989427
2.653590,4.989469
2.653604,4.989471
2.653600,4.989434
2.653555,4.989412
2.653524,4.989382
2.653534,4.989383
2.653552,4.989404
2.653559,4.989430
2.653582,4.989449
2.653565,4.989460
2.653592,4.989458
2.653563,4.989480
2.653570,4.989458
2.653545,4.989461
2.653588,4.989473
2.653571,4.989483
2.653582,4.989458
2.653525,4.989411
2.653497,4.989376
2.653462,4.989344
2.653451,4.989352
2.653468,4.989373
2.653486,4.989386
2.653462,4.989382
2.653494,4.989419
2.653508,4.989445
2.653502,4.989477
2.653519,4.989476
2.653486,4.989486
2.653506,4.989463
2.653450,4.989446
2.653453,4.989401
2.653431,4.989390
2.653456,4.989406
2.653470,4.989444
2.653495,4.989483
2.653495,4.989456
2.653464,4.989408
2.653449,4.989386
2.653441,4.989388
2.653466,4.989419
2.653464,4.989461
2.653482,4.989477
2.653480,4.989469
2.653483,4.989471
2.653483,4.989471
2.653508,4.989485
2.653490,4.989454
2.653452,4.989392
2.653401,4.989364
2.653384,4.989338
2.653385,4.989331
2.653400,4.989369
2.653413,4.989371
2.653409,4.989382
2.653419,4.989394
2.653419,4.989427
2.653444,4.989451
2.653413,4.989474
2.653422,4.989485
2.653422,4.989463
2.653422,4.989463
2.653401,4.989467
2.653421,4.989451
2.653366,4.989444
2.653389,4.989406
2.653344,4.989398
2.653348,4.989399
2.653370,4.989381
2.653342,4.989409
2.653357,4.989418
2.653391,4.989443
2.653359,4.989481
2.653433,4.989470
2.653402,4.989469
2.653396,4.989456
2.653410,4.989420
2.653359,4.989436
2.653323,4.989407
2.653323,4.989404
2.653316,4.989404
2.653320,4.989404
2.653350,4.989424
2.653369,4.989427
2.653375,4.989456
2.653378,4.989470
2.653389,4.989493
2.653379,4.989488
2.653382,4.989485
2.653376,4.989487
2.653362,4.989480
2.653395,4.989488
2.653342,4.989474
2.653364,4.989491
2.653352,4.989475
2.653378,4.989438
2.653317,4.989405
2.653290,4.989388
2.653245,4.989347
2.653265,4.989338
2.653277,4.989344
2.653265,4.989359
2.653260,4.989363
2.653250,4.989375
2.653297,4.989350
2.653241,4.989380
2.653319,4.989364
2.653284,4.989380
2.653286,4.989394
2.653267,4.989411
2.653328,4.989426
2.653306,4.989448
2.653346,4.989446
2.653312,4.989455
2.653308,4.989458
2.653322,4.989451
2.653329,4.989438
2.653291,4.989455
2.653321,4.989436
2.653366,4.989417
2.653307,4.989413
2.653340,4.989399
2.653342,4.989402
2.653410,4.989407
2.653431,4.989436
2.653486,4.989433
2.653477,4.989476
2.653506,4.989500
2.653548,4.989481
2.653581,4.989461
2.653545,4.989438
2.653586,4.989426
2.653631,4.989401
2.653643,4.989418
2.653635,4.989436
2.653672,4.989444
2.653735,4.989479
2.653770,4.989462
2.653831,4.989477
2.653831,4.989475
2.653842,4.989481
2.653865,4.989475
2.653848,4.989476
2.653937,4.989456
2.653908,4.989461
2.653959,4.989475
2.653952,4.989469
2.654023,4.989486
2.654051,4.989476
2.654032,4.989462
2.654065,4.989448
2.654020,4.989434
2.654041,4.989439
2.654080,4.989395
2.654101,4.989392
2.654066,4.989377
2.654049,4.989363
2.654077,4.989350
2.654090,4.989357
2.654153,4.989332
2.654101,4.989337
2.654159,4.989334
2.654175,4.989331
2.654183,4.989314
2.654176,4.989342
2.654196,4.989330
2.654239,4.989321
2.654233,4.989330
2.654277,4.989339
2.654289,4.989352
2.654306,4.989363
2.654320,4.989350
2.654326,4.989370
2.654390,4.989369
2.654397,4.989361
2.654440,4.989358
2.654419,4.989364
2.654433,4.989364
2.654463,4.989373
2.654481,4.989377
2.654474,4.989390
2.654501,4.989395
2.654549,4.989390
2.654513,4.989415
2.654580,4.989414
2.654578,4.989438
2.654630,4.989449
2.654600,4.989474
2.654624,4.989482
2.654667,4.989454
2.654697,4.989465
2.654654,4.989462
2.654674,4.989485
2.654699,4.989482
2.654717,4.989452
2.654732,4.989475
2.654753,4.989468
2.654756,4.989460
2.654753,4.989454
2.654754,4.989434
2.654786,4.989445
2.654760,4.989431
2.654790,4.989425
2.654783,4.989398
2.654811,4.989404
2.654815,4.989380
2.654797,4.989368
2.654830,4.989358
2.654821,4.989353
2.654845,4.989343
2.654852,4.989344
2.654871,4.989337
2.654866,4.989338
2.654871,4.989352
2.654916,4.989345
2.654896,4.989358
2.654939,4.989362
2.654908,4.989378
2.654959,4.989370
2.654946,4.989368
2.654974,4.989370
2.654985,4.989367
2.654991,4.989359
2.654982,4.989361
2.655029,4.989373
2.655022,4.989378
2.655022,4.989400
2.655058,4.989383
2.655052,4.989390
2.655090,4.989387
2.655081,4.989398
2.655106,4.989400
2.655082,4.989393
2.655109,4.989394
2.655108,4.989383
2.655128,4.989386
2.655113,4.989359
2.655140,4.989370
2.655149,4.989352
2.655135,4.989344
2.655180,4.989328
2.655163,4.989331
2.655196,4.989339
2.655213,4.989364
2.655246,4.989394
2.655237,4.989373
2.655253,4.989393
2.655284,4.989383
2.655271,4.989402
2.655303,4.989406
2.655284,4.989404
2.655312,4.989418
2.655326,4.989409
2.655330,4.989411
2.655350,4.989383
2.655352,4.989408
2.655377,4.989405
2.655361,4.989401
2.655380,4.989399
2.655388,4.989390
2.655391,4.989377
2.655371,4.989357
2.655385,4.989351
2.655382,4.989332
2.655377,4.989324
2.655401,4.989331
2.655410,4.989328
2.655433,4.989316
2.655408,4.989319
2.655414,4.989296
2.655410,4.989301
2.655411,4.989285
2.655419,4.989284
2.655432,4.989305
2.655442,4.989313
2.655463,4.989334
2.655444,4.989363
2.655462,4.989374
2.655466,4.989399
2.655433,4.989414
2.655439,4.989432
2.655387,4.989437
2.655394,4.989426
2.655348,4.989426
2.655351,4.989415
2.655315,4.989420
2.655314,4.989421
2.655278,4.989425
2.655278,4.989450
2.655231,4.989442
2.655211,4.989427
2.655171,4.989384
2.655143,4.989357
2.655121,4.989343
2.655065,4.989336
2.655067,4.989362
2.655058,4.989394
2.655094,4.989440
2.655067,4.989452
2.655056,4.989443
2.655046,4.989396
2.655000,4.989395
2.654934,4.989377
2.654941,4.989377
2.654914,4.989387
2.654983,4.989392
2.654961,4.989417
2.654952,4.989430
2.654936,4.989431
2.654897,4.989448
2.654936,4.989429
2.654856,4.989408
2.654870,4.989353
2.654819,4.989350
2.654830,4.989365
2.654793,4.989334
2.654769,4.989314
2.654724,4.989314
2.654773,4.989358
2.654800,4.989388
2.654805,4.989427
2.654819,4.989449
2.654778,4.989455
2.654774,4.989442
2.654749,4.989445
2.654743,4.989452
2.654718,4.989442
2.654728,4.989456
2.654707,4.989456
2.654697,4.989454
2.654655,4.989423
2.654638,4.989402
2.654641,4.989376
2.654597,4.989374
2.654605,4.989373
2.654576,4.989386
2.654611,4.989423
2.654616,4.989444
2.654632,4.989468
2.654601,4.989455
2.654580,4.989444
2.654569,4.989442
2.654537,4.989412
2.654495,4.989404
2.654496,4.989393
2.654456,4.989380
2.654469,4.989380
2.654461,4.989374
2.654445,4.989377
2.654468,4.989398
2.654438,4.989414
2.654452,4.989421
2.654436,4.989437
2.654452,4.989434
2.654427,4.989442
2.654417,4.989449
2.654433,4.989446
2.654427,4.989438
2.654400,4.989449
2.654383,4.989461
2.654388,4.989458
2.654365,4.989462
2.654377,4.989455
2.654340,4.989458
2.654362,4.989457
2.654330,4.989467
2.654344,4.989454
2.654325,4.989469
2.654313,4.989458
2.654290,4.989449
2.654281,4.989443
2.654293,4.989437
2.654274,4.989440
2.654282,4.989437
2.654233,4.989407
2.654239,4.989398
2.654212,4.989380
2.654198,4.989362
2.654172,4.989365
2.654173,4.989363
2.654182,4.989351
2.654182,4.989343
2.654156,4.989347
2.654130,4.989321
2.654109,4.989306
2.654074,4.989309
2.654097,4.989297
2.654099,4.989327
2.654104,4.989355
2.654138,4.989383
2.654150,4.989423
2.654142,4.989429
2.654156,4.989445
2.654157,4.989450
2.654113,4.989460
2.654113,4.989443
2.654079,4.989445
2.654097,4.989458
2.654076,4.989462
2.654084,4.989463
2.654071,4.989462
2.654061,4.989448
2.654036,4.989452
2.654034,4.989443
2.654005,4.989417
2.653992,4.989409
2.653999,4.989399
2.653972,4.989399
2.653980,4.989381
2.653947,4.989396
2.653959,4.989399
2.653933,4.989392
2.653961,4.989411
2.653943,4.989421
2.653960,4.989438
2.653954,4.989432
2.653966,4.989445
2.653971,4.989451
2.653974,4.989450
2.653942,4.989467
2.653950,4.989458
2.653949,4.989448
2.653924,4.989448
2.653927,4.989449
2.653883,4.989434
2.653896,4.989421
2.653865,4.989409
2.653883,4.989392
2.653842,4.989389
2.653825,4.989395
2.653840,4.989377
2.653799,4.989369
2.653792,4.989365
2.653784,4.989359
2.653781,4.989370
2.653762,4.989374
2.653785,4.989356
2.653773,4.989346
2.653748,4.989355
2.653747,4.989358
2.653747,4.989358
2.653753,4.989365
2.653736,4.989359
2.653726,4.989352
2.653717,4.989368
2.653704,4.989367
2.653728,4.989361
2.653714,4.989370
2.653730,4.989378
2.653694,4.989382
2.653707,4.989388
2.653723,4.989387
2.653701,4.989404
2.653712,4.989407
2.653679,4.989419
2.653700,4.989401
2.653673,4.989431
2.653695,4.989420
2.653676,4.989439
2.653686,4.989432
2.653674,4.989436
2.653672,4.989440
2.653674,4.989458
2.653670,4.989454
2.653673,4.989457
2.653675,4.989471
2.653646,4.989463
2.653656,4.989474
2.653656,4.989468
2.653624,4.989470
2.653631,4.989454
2.653599,4.989438
2.653600,4.989413
2.653574,4.989398
2.653576,4.989393
2.653565,4.989394
2.653567,4.989374
2.653545,4.989383
2.653519,4.989371
2.653517,4.989358
2.653492,4.989343
2.653511,4.989358
2.653500,4.989375
2.653527,4.989389
2.653526,4.989431
2.653567,4.989457
2.653556,4.989489
2.653570,4.989481
2.653557,4.989502
2.653574,4.989488
2.653533,4.989496
2.653548,4.989491
2.653533,4.989483
2.653542,4.989481
2.653507,4.989482
2.653501,4.989475
2.653515,4.989465
2.653499,4.989476
2.653483,4.989465
2.653471,4.989469
2.653502,4.989469
2.653469,4.989481
2.653494,4.989463
2.653463,4.989469
2.653477,4.989473
2.653466,4.989482
2.653466,4.989482
2.653451,4.989483
2.653440,4.989493
2.653450,4.989470
2.653430,4.989488
2.653464,4.989467
2.653430,4.989469
2.653426,4.989470
2.653420,4.989458
2.653430,4.989464
2.653400,4.989493
2.653403,4.989480
2.653415,4.989458
2.653389,4.989474
2.653403,4.989493
2.653394,4.989489
2.653395,4.989483
2.653383,4.989450
2.653381,4.989432
2.653344,4.989395
2.653297,4.989387
2.653296,4.989352
2.653245,4.989338
2.653253,4.989330
2.653239,4.989343
2.653290,4.989358
2.653281,4.989377
2.653282,4.989383
2.653258,4.989376
2.653276,4.989398
2.653242,4.989395
2.653247,4.989430
2.653285,4.989443
2.653253,4.989467
2.653283,4.989462
2.653255,4.989470
2.653270,4.989463
2.653252,4.989471
2.653266,4.989449
2.653246,4.989444
2.653224,4.989430
2.653217,4.989398
2.653202,4.989384
2.653213,4.989384
2.653193,4.989368
2.653154,4.989395
2.653167,4.989382
2.653149,4.989396
2.653171,4.989395
2.653161,4.989419
2.653164,4.989430
2.653185,4.989454
2.653179,4.989469
2.653192,4.989470
2.653198,4.989467
2.653217,4.989467
2.653189,4.989471
2.653188,4.989450
2.653173,4.989442
2.653155,4.989413
2.653151,4.989396
2.653112,4.989394
2.653136,4.989374
2.653114,4.989390
2.653136,4.989401
2.653103,4.989401
2.653140,4.989409
2.653118,4.989430
2.653120,4.989450
2.653147,4.989465
2.653152,4.989487
2.653148,4.989477
2.653159,4.989487
2.653117,4.989495
2.653123,4.989493
2.653135,4.989504
2.653151,4.989477
2.653114,4.989498
2.653084,4.989481
2.653173,4.989470
2.653154,4.989463
2.653097,4.989475
2.653141,4.989461
2.653096,4.989489
2.653177,4.989464
2.653068,4.989496
2.653158,4.989461
2.653117,4.989462
2.653137,4.989444
2.653106,4.989412
2.653092,4.989406
2.653077,4.989380
2.653043,4.989370
2.652974,4.989355
2.653004,4.989325
2.652990,4.989331
2.652953,4.989343
2.652996,4.989342
2.652999,4.989358
2.653011,4.989368
2.653011,4.989371
2.652997,4.989384
2.652990,4.989392
2.653029,4.989421
2.653017,4.989436
2.653034,4.989443
2.653017,4.989434
2.652998,4.989449
2.653002,4.989454
2.653004,4.989438
2.653010,4.989423
2.652954,4.989431
2.652968,4.989395
2.652918,4.989393
2.652926,4.989399
2.652916,4.989389
2.652940,4.989404
2.652916,4.989420
2.652959,4.989429
2.652941,4.989467
2.652974,4.989471
2.652974,4.989482
2.652967,4.989456
2.652915,4.989425
2.652932,4.989400
2.652893,4.989411
2.652909,4.989395
2.652915,4.989412
2.652935,4.989448
2.652925,4.989473
2.652934,4.989486
2.652934,4.989488
2.652956,4.989495
2.652929,4.989482
2.652930,4.989507
2.652957,4.989513
2.652937,4.989502
2.652943,4.989471
2.652878,4.989433
2.652874,4.989390
2.652825,4.989364
2.652831,4.989350
2.652838,4.989378
2.652868,4.989386
2.652854,4.989390
2.652850,4.989406
2.652882,4.989445
2.652861,4.989483
2.652878,4.989473
2.652868,4.989468
2.652862,4.989454
2.652841,4.989432
2.652812,4.989387
2.652793,4.989373
2.652797,4.989382
2.652795,4.989429
2.652842,4.989455
2.652851,4.989479
2.652866,4.989482
2.652847,4.989450
2.652788,4.989431
2.652794,4.989396
2.652798,4.989389
2.652801,4.989429
2.652794,4.989469
2.652844,4.989470
2.652818,4.989482
2.652832,4.989488
2.652828,4.989470
2.652822,4.989479
2.652800,4.989479
2.652845,4.989512
2.652853,4.989500
2.652805,4.989480
2.652800,4.989420
2.652725,4.989382
2.652721,4.989371
2.652709,4.989394
2.652755,4.989402
2.652752,4.989396
2.652737,4.989398
2.652737,4.989426
2.652752,4.989445
2.652764,4.989487
2.652756,4.989492
2.652773,4.989502
2.652731,4.989489
2.652771,4.989481
2.652726,4.989494
2.652746,4.989481
2.652713,4.989463
2.652736,4.989461
2.652699,4.989434
2.652708,4.989419
2.652675,4.989404
2.652674,4.989412
2.652662,4.989421
2.652683,4.989432
2.652690,4.989456
2.652704,4.989469
2.652742,4.989488
2.652732,4.989502
2.652731,4.989489
2.652700,4.989458
2.652675,4.989427
2.652659,4.989412
2.652673,4.989414
2.652662,4.989406
2.652665,4.989419
2.652680,4.989434
2.652674,4.989445
2.652705,4.989454
2.652681,4.989465
2.652701,4.989477
2.652680,4.989471
2.652700,4.989501
2.652682,4.989494
2.652694,4.989504
2.652700,4.989488
2.652683,4.989495
2.652699,4.989504
2.652673,4.989491
2.652683,4.989480
2.652659,4.989480
2.652668,4.989485
2.652658,4.989485
2.652657,4.989469
2.652637,4.989471
2.652646,4.989469
2.652640,4.989468
2.652630,4.989468
2.652625,4.989452
2.652612,4.989464
2.652622,4.989464
2.652609,4.989462
2.652588,4.989462
2.652606,4.989427
2.652612,4.989427
2.652587,4.989426
2.652587,4.989417
2.652594,4.989431
2.652539,4.989426
2.652564,4.989443
2.652569,4.989431
2.652564,4.989419
2.652596,4.989423
2.652545,4.989425
2.652559,4.989408
2.652569,4.989424
2.652547,4.989411
2.652510,4.989427
2.652560,4.989408
2.652525,4.989412
2.652556,4.989421
2.652512,4.989424
2.652545,4.989421
2.652500,4.989421
2.652525,4.989427
2.652522,4.989405
2.652519,4.989421
2.652516,4.989418
2.652494,4.989407
2.652510,4.989408
2.652481,4.989418
2.652503,4.989414
2.652484,4.989407
2.652475,4.989412
2.652457,4.989408
2.652459,4.989431
2.652477,4.989432
2.652459,4.989434
2.652481,4.989418
2.652465,4.989426
2.652494,4.989424
2.652487,4.989430
2.652495,4.989474
2.652495,4.989469
2.652516,4.989488
2.652491,4.989486
2.652482,4.989504
2.652484,4.989488
2.652453,4.989462
2.652457,4.989443
2.652431,4.989427
2.652408,4.989417
2.652416,4.989399
2.652400,4.989401
2.652437,4.989409
2.652423,4.989431
2.652469,4.989437
2.652457,4.989454
2.652454,4.989452
2.652464,4.989457
2.652478,4.989471
2.652439,4.989451
2.652419,4.989434
2.652422,4.989408
2.652388,4.989396
2.652404,4.989370
2.652388,4.989368
2.652371,4.989359
2.652330,4.989343
2.652358,4.989351
2.652372,4.989352
2.652367,4.989393
2.652427,4.989438
2.652409,4.989462
2.652442,4.989485
2.652409,4.989474
2.652440,4.989476
2.652419,4.989455
2.652404,4.989456
2.652409,4.989462
2.652410,4.989481
2.652403,4.989469
2.652407,4.989468
2.652375,4.989462
2.652352,4.989446
2.652338,4.989413
2.652326,4.989400
2.652321,4.989390
2.652318,4.989390
2.652360,4.989438
2.652370,4.989479
2.652385,4.989483
2.652354,4.989467
2.652355,4.989443
2.652316,4.989395
2.652295,4.989406
2.652318,4.989401
2.652305,4.989440
2.652347,4.989439
2.652330,4.989475
2.652369,4.989476
2.652333,4.989485
2.652351,4.989461
2.652326,4.989470
2.652340,4.989442
2.652302,4.989418
2.652302,4.989396
2.652279,4.989404
2.652297,4.989399
2.652264,4.989382
2.652254,4.989381
2.652227,4.989381
2.652246,4.989396
2.652280,4.989390
2.652286,4.989429
2.652318,4.989454
2.652317,4.989476
2.652340,4.989482
2.652332,4.989496
2.652340,4.989506
2.652321,4.989492
2.652318,4.989506
2.652327,4.989510
2.652298,4.989496
2.652323,4.989491
2.652308,4.989505
2.652317,4.989496
2.652287,4.989495
2.652289,4.989504
2.652268,4.989471
2.652256,4.989469
2.652268,4.989460
2.652248,4.989458
2.652251,4.989442
2.652221,4.989436
2.652239,4.989417
2.652195,4.989426
2.652227,4.989400
2.652208,4.989420
2.652212,4.989426
2.652187,4.989427
2.652203,4.989445
2.652230,4.989434
2.652240,4.989440
2.652259,4.989455
2.652233,4.989462
2.652266,4.989483
2.652246,4.989474
2.652249,4.989480
2.652261,4.989492
2.652242,4.989501
2.652214,4.989498
2.652252,4.989517
2.652211,4.989501
2.652208,4.989501
2.652223,4.989486
2.652223,4.989508
2.652196,4.989492
2.652209,4.989499
2.652174,4.989476
2.652161,4.989473
2.652174,4.989461
2.652147,4.989464
2.652172,4.989449
2.652141,4.989450
2.652138,4.989432
2.652133,4.989436
2.652142,4.989445
2.652109,4.989439
2.652123,4.989445
2.652143,4.989430
2.652128,4.989439
2.652118,4.989429
2.652103,4.989427
2.652110,4.989424
2.652087,4.989415
2.652127,4.989409
2.652131,4.989406
2.652081,4.989420
2.652119,4.989408
2.652067,4.989421
2.652038,4.989426
2.652118,4.989401
2.652069,4.989413
2.652036,4.989437
2.652084,4.989425
2.652053,4.989426
2.652038,4.989433
2.652056,4.989421
2.652035,4.989439
2.652112,4.989411
2.652128,4.989423
2.652069,4.989425
2.652071,4.989444
2.652062,4.989448
2.652082,4.989442
2.652112,4.989443
2.652069,4.989469
2.652084,4.989482
2.652068,4.989504
2.652129,4.989511
2.652129,4.989512
2.652148,4.989517
2.652090,4.989504
2.652088,4.989502
2.652081,4.989488
2.652088,4.989467
2.652047,4.989455
2.652059,4.989448
2.652041,4.989458
2.652016,4.989446
2.652049,4.989439
2.652026,4.989424
2.652054,4.989460
2.652036,4.989464
2.652061,4.989462
2.652030,4.989483
2.652057,4.989486
2.652035,4.989482
2.652084,4.989496
2.652038,4.989501
2.652088,4.989491
2.652069,4.989491
2.652056,4.989518
2.652063,4.989519
2.652053,4.989524
2.652069,4.989501
2.652041,4.989508
2.652060,4.989494
2.652048,4.989483
2.652038,4.989476
2.652032,4.989461
2.652006,4.989461
2.651993,4.989438
2.651992,4.989448
2.652005,4.989437
2.651986,4.989433
2.651999,4.989427
2.651973,4.989436
2.651997,4.989443
2.651958,4.989439
2.651994,4.989442
2.651988,4.989449
2.652015,4.989458
2.651995,4.989474
2.652028,4.989482
2.652020,4.989482
2.652054,4.989498
2.652031,4.989499
2.652025,4.989522
2.652041,4.989504
2.652022,4.989510
2.652031,4.989510
2.651995,4.989496
2.652011,4.989500
2.651988,4.989498
2.651997,4.989481
2.651984,4.989475
2.651988,4.989473
2.651958,4.989463
2.651980,4.989460
2.651951,4.989465
2.651945,4.989452
2.651947,4.989444
2.651927,4.989444
2.651945,4.989424
2.651893,4.989438
2.651938,4.989414
2.651902,4.989420
2.651930,4.989412
2.651917,4.989412
2.651920,4.989409
2.651910,4.989413
2.651914,4.989408
2.651908,4.989418
2.651910,4.989427
2.651910,4.989427
2.651923,4.989429
2.651896,4.989431
2.651933,4.989444
2.651927,4.989456
2.651899,4.989454
2.651938,4.989449
2.651920,4.989467
2.651932,4.989471
2.651899,4.989474
2.651948,4.989487
2.651943,4.989483
2.651918,4.989476
2.651923,4.989505
2.651947,4.989487
2.651912,4.989486
2.651932,4.989488
2.651929,4.989482
2.651910,4.989493
2.651919,4.989461
2.651883,4.989442
2.651881,4.989436
2.651864,4.989408
2.651887,4.989394
2.651869,4.989404
2.651875,4.989412
2.651846,4.989407
2.651860,4.989399
2.651819,4.989377
2.651827,4.989375
2.651823,4.989374
2.651832,4.989371
2.651818,4.989383
2.651824,4.989387
2.651824,4.989400
2.651840,4.989425
2.651850,4.989401
2.651823,4.989426
2.651857,4.989414
2.651836,4.989423
2.651856,4.989405
2.651840,4.989421
2.651852,4.989427
2.651843,4.989417
2.651843,4.989415
2.651804,4.989390
2.651804,4.989399
2.651817,4.989387
2.651786,4.989392
2.651804,4.989380
2.651777,4.989382
2.651799,4.989377
2.651771,4.989382
2.651761,4.989388
2.651739,4.989373
2.651786,4.989384
2.651771,4.989384
2.651769,4.989374
2.651800,4.989390
2.651793,4.989392
2.651823,4.989393
2.651794,4.989401
2.651811,4.989401
2.651800,4.989411
2.651811,4.989413
2.651773,4.989418
2.651796,4.989421
2.651814,4.989443
2.651825,4.989463
2.651820,4.989487
2.651849,4.989489
2.651815,4.989496
2.651819,4.989495
2.651821,4.989493
2.651811,4.989465
2.651814,4.989468
2.651780,4.989429
2.651763,4.989418
2.651742,4.989417
2.651765,4.989413
2.651752,4.989412
2.651781,4.989470
2.651814,4.989463
2.651827,4.989493
2.651820,4.989480
2.651814,4.989480
2.651793,4.989458
2.651768,4.989433
2.651770,4.989419
2.651746,4.989417
2.651762,4.989430
2.651769,4.989454
2.651801,4.989494
2.651789,4.989501
2.651776,4.989510
2.651795,4.989524
2.651770,4.989505
2.651787,4.989502
2.651776,4.989511
2.651817,4.989517
2.651806,4.989517
2.651794,4.989500
2.651757,4.989474
2.651761,4.989432
2.651702,4.989395
2.651694,4.989393
2.651678,4.989405
2.651689,4.989421
2.651746,4.989426
2.651743,4.989433
2.651746,4.989434
2.651713,4.989444
2.651749,4.989457
2.651746,4.989477
2.651742,4.989506
2.651740,4.989524
2.651780,4.989508
2.651761,4.989502
2.651714,4.989522
2.651759,4.989496
2.651742,4.989475
2.651703,4.989469
2.651691,4.989434
2.651690,4.989446
2.651699,4.989425
2.651711,4.989445
2.651688,4.989451
2.651728,4.989462
2.651709,4.989477
2.651738,4.989494
2.651761,4.989483
2.651715,4.989508
2.651765,4.989486
2.651709,4.989494
2.651750,4.989489
2.651725,4.989464
2.651703,4.989462
2.651635,4.989467
2.651660,4.989440
2.651685,4.989421
2.651672,4.989414
2.651662,4.989433
2.651677,4.989429
2.651649,4.989424
2.651666,4.989432
2.651646,4.989439
2.651670,4.989439
2.651644,4.989427
2.651638,4.989448
2.651657,4.989436
2.651640,4.989434
2.651687,4.989429
2.651650,4.989434
2.651664,4.989439
2.651650,4.989450
2.651641,4.989456
2.651653,4.989451
2.651672,4.989451
2.651637,4.989470
2.651660,4.989476
2.651628,4.989482
2.651654,4.989486
2.651657,4.989491
2.651649,4.989504
2.651663,4.989495
2.651668,4.989512
2.651681,4.989517
2.651644,4.989527
2.651690,4.989532
2.651663,4.989520
2.651683,4.989516
2.651654,4.989531
2.651662,4.989520
2.651658,4.989507
2.651659,4.989517
2.651649,4.989522
2.651674,4.989519
2.651660,4.989519
2.651639,4.989523
2.651652,4.989507
2.651639,4.989516
2.651663,4.989500
2.651629,4.989508
2.651641,4.989525
2.651619,4.989519
2.651623,4.989516
2.651615,4.989511
2.651638,4.989514
2.651613,4.989505
2.651635,4.989519
2.651620,4.989513
2.651634,4.989517
2.651609,4.989504
2.651631,4.989506
2.651608,4.989504
2.651598,4.989520
2.651612,4.989511
2.651587,4.989511
2.651616,4.989507
2.651584,4.989510
2.651604,4.989518
2.651588,4.989529
2.651621,4.989523
2.651589,4.989519
2.651610,4.989516
2.651576,4.989499
2.651595,4.989500
2.651593,4.989494
2.651582,4.989496
2.651573,4.989498
2.651598,4.989498
2.651582,4.989502
2.651565,4.989514
2.651583,4.989500
2.651566,4.989513
2.651597,4.989499
2.651564,4.989499
2.651589,4.989492
2.651566,4.989488
2.651582,4.989491
2.651560,4.989498
2.651576,4.989487
2.651570,4.989507
2.651558,4.989502
2.651553,4.989499
2.651535,4.989517
